OriginalRow,OriginalText,CleanText,MatchedCategories,FinalCategory
209,Driving treaking ,driving treaking,Travel & Adventure (driving),Travel & Adventure (driving)
210,Cooking and aero modelling ,cooking and aero modelling,Cooking & Baking (cook),Cooking & Baking (cook)
211,Cricket swimming,cricket swimming,Sports (cricket),Sports (cricket)
212,Sports dance travelling trekking cooking ,sports dance travelling trekking cooking,"Sports (sport), Music & Dance (dance), Travel & Adventure (travel), Cooking & Baking (cook)","Cooking & Baking (cook), Music & Dance (dance), Sports (sport), Travel & Adventure (travel)"
213,trekking travelling cooking and playing sports,trekking travelling cooking and playing sports,"Sports (sport), Travel & Adventure (travel), Cooking & Baking (cook)","Cooking & Baking (cook), Sports (sport), Travel & Adventure (travel)"
214,Calligraphy lettering  drawing writing speaking  ,calligraphy lettering  drawing writing speaking,"Arts & Crafts (drawing), Reading & Writing (writing)","Arts & Crafts (drawing), Reading & Writing (writing)"
215,Sports and exploring new places,sports and exploring new places,"Sports (sport), Travel & Adventure (exploring), Design (new)","Design (new), Sports (sport), Travel & Adventure (exploring)"
216,I like to travel and I love to trek ,i like to travel and i love to trek,Travel & Adventure (travel),Travel & Adventure (travel)
217,. ,,,None (explicit none match)
218,Sports,sports,Sports (sport),Sports (sport)
219,Hobbies - None Interests - Anime Foreign policy Geoplitics ,hobbies   none interests   anime foreign policy geoplitics,,None (no matches)
220,sports ,sports,Sports (sport),Sports (sport)
221,Doing workout ,doing workout,"Technology & Coding (doing), Fitness & Gym (workout)","Fitness & Gym (workout), Technology & Coding (doing)"
222,Watch Movies ,watch movies,Entertainment (movie),Entertainment (movie)
223,Dancing basic cooking,dancing basic cooking,"Music & Dance (dancing), Cooking & Baking (cook)","Cooking & Baking (cook), Music & Dance (dancing)"
224,Reading books,reading books,Reading & Writing (read),Reading & Writing (read)
225,Playing crickets travelling etc,playing crickets travelling etc,"Sports (cricket), Travel & Adventure (travel)","Sports (cricket), Travel & Adventure (travel)"
226,Listening music reading ,listening music reading,"Music & Dance (music), Reading & Writing (read), Mind & Wellness (listening)","Mind & Wellness (listening), Music & Dance (music), Reading & Writing (read)"
227,exploring ,exploring,Travel & Adventure (exploring),Travel & Adventure (exploring)
228,Football and anime ,football and anime,Sports (football),Sports (football)
229,Sketchingart content creator editingdesignier,sketchingart content creator editingdesignier,"Arts & Crafts (sketching), Design (design)","Arts & Crafts (sketching), Design (design)"
230,Watching YouTube ,watching youtube,Entertainment (youtube),Entertainment (youtube)
231,Reading writing ,reading writing,Reading & Writing (read),Reading & Writing (read)
232,Listening to music ,listening to music,"Music & Dance (music), Mind & Wellness (listening)","Mind & Wellness (listening), Music & Dance (music)"
233,Working out Reading ,working out reading,Reading & Writing (read),Reading & Writing (read)
234,Playing outdoor games ,playing outdoor games,Gaming (game),Gaming (game)
235,Music,music,Music & Dance (music),Music & Dance (music)
236,Cookingreading,cookingreading,"Reading & Writing (read), Cooking & Baking (cook)","Cooking & Baking (cook), Reading & Writing (read)"
237,Watching Series Reading Books,watching series reading books,"Reading & Writing (read), Entertainment (watching)","Entertainment (watching), Reading & Writing (read)"
238,Designing,designing,Design (design),Design (design)
239,Music ,music,Music & Dance (music),Music & Dance (music)
240,Car racing  hair care and skin care,car racing  hair care and skin care,Automotive & Racing (car),Automotive & Racing (car)
241,Reading books and painting ,reading books and painting,"Arts & Crafts (painting), Reading & Writing (read)","Arts & Crafts (painting), Reading & Writing (read)"
242,Sports ,sports,Sports (sport),Sports (sport)
243,Sketching  reading ,sketching  reading,"Arts & Crafts (sketching), Reading & Writing (read)","Arts & Crafts (sketching), Reading & Writing (read)"
244,Playing karateboxing aero modelling etc,playing karateboxing aero modelling etc,Sports (boxing),Sports (boxing)
245,Watching Sports Drawing Cricket,watching sports drawing cricket,"Sports (cricket), Arts & Crafts (drawing), Entertainment (watching)","Arts & Crafts (drawing), Entertainment (watching), Sports (cricket)"
246,Swimming cricket seating with friends relieves my stress,swimming cricket seating with friends relieves my stress,Sports (cricket),Sports (cricket)
247,Playing Cricket ,playing cricket,Sports (cricket),Sports (cricket)
248,Listening music  travelling ,listening music  travelling,"Music & Dance (music), Travel & Adventure (travel), Mind & Wellness (listening)","Mind & Wellness (listening), Music & Dance (music), Travel & Adventure (travel)"
249,Playing and Watching sport,playing and watching sport,"Sports (sport), Entertainment (watching)","Entertainment (watching), Sports (sport)"
250,Playing Guitar  Listening to Songs ,playing guitar  listening to songs,"Music & Dance (guitar), Mind & Wellness (listening)","Mind & Wellness (listening), Music & Dance (guitar)"
251,Playing kabadi dancing ,playing kabadi dancing,Music & Dance (dancing),Music & Dance (dancing)
252,Music  reading  sketching ,music  reading  sketching,"Arts & Crafts (sketching), Music & Dance (music), Reading & Writing (read)","Arts & Crafts (sketching), Music & Dance (music), Reading & Writing (read)"
253,Gym,gym,Fitness & Gym (gym),Fitness & Gym (gym)
254,No,no,,None (explicit none match)
255,Reading books ,reading books,Reading & Writing (read),Reading & Writing (read)
256,ReadingSwimmingTrekking,readingswimmingtrekking,"Sports (swim), Reading & Writing (read), Travel & Adventure (trek)","Reading & Writing (read), Sports (swim), Travel & Adventure (trek)"
257,Listening music playing football and play video games,listening music playing football and play video games,"Sports (football), Music & Dance (music), Gaming (game), Mind & Wellness (listening)","Gaming (game), Mind & Wellness (listening), Music & Dance (music), Sports (football)"
258,Astronomy ,astronomy,Occult & Astrology (astronomy),Occult & Astrology (astronomy)
259,Gym and civil designing,gym and civil designing,"Fitness & Gym (gym), Design (design)","Design (design), Fitness & Gym (gym)"
260,Sports,sports,Sports (sport),Sports (sport)
261,Singing ,singing,Music & Dance (singing),Music & Dance (singing)
262,Good listener and motivated,good listener and motivated,Reading & Writing (listener),Reading & Writing (listener)
263,No,no,,None (explicit none match)
264,Cricket ,cricket,Sports (cricket),Sports (cricket)
265,Acting ,acting,Arts & Crafts (acting),Arts & Crafts (acting)
266,Drawing ,drawing,Arts & Crafts (drawing),Arts & Crafts (drawing)
267,Cricket ,cricket,Sports (cricket),Sports (cricket)
268,Traveling ,traveling,Travel & Adventure (travel),Travel & Adventure (travel)
269,Playing cricket ,playing cricket,Sports (cricket),Sports (cricket)
270,Art ,art,Arts & Crafts (art),Arts & Crafts (art)
271,Sketching hangout with loved ones  etc ,sketching hangout with loved ones  etc,"Arts & Crafts (sketching), Mind & Wellness (loved)","Arts & Crafts (sketching), Mind & Wellness (loved)"
272,Coding exploring watching movies,coding exploring watching movies,"Travel & Adventure (exploring), Technology & Coding (coding), Entertainment (movie)","Entertainment (movie), Technology & Coding (coding), Travel & Adventure (exploring)"
273,Networking and sketching ,networking and sketching,"Arts & Crafts (sketching), Social & Volunteering (networking)","Arts & Crafts (sketching), Social & Volunteering (networking)"
274,Playing online games exploring new business ideas exploring new things travelling farming,playing online games exploring new business ideas exploring new things travelling farming,"Travel & Adventure (travel), Gaming (game), Design (new), Business & Finance (business)","Business & Finance (business), Design (new), Gaming (game), Travel & Adventure (travel)"
275,Reading books ,reading books,Reading & Writing (read),Reading & Writing (read)
276,Drawing sketching reading,drawing sketching reading,"Arts & Crafts (drawing), Reading & Writing (read)","Arts & Crafts (drawing), Reading & Writing (read)"
277,Reading ,reading,Reading & Writing (read),Reading & Writing (read)
278,Cricket Flute Gaming,cricket flute gaming,"Sports (cricket), Music & Dance (flute), Gaming (gaming)","Gaming (gaming), Music & Dance (flute), Sports (cricket)"
279,I love cooking and eating. Also I'm interested in singing bollywood songs as well as classical ,i love cooking and eating  also i m interested in singing bollywood songs as well as classical,"Music & Dance (singing), Cooking & Baking (cook)","Cooking & Baking (cook), Music & Dance (singing)"
280,Hobby is Dance and interest to know the new things or technologies ,hobby is dance and interest to know the new things or technologies,"Music & Dance (dance), Technology & Coding (tech), Design (new)","Design (new), Music & Dance (dance), Technology & Coding (tech)"
281,Travelling reading novels ,travelling reading novels,"Reading & Writing (read), Travel & Adventure (travel)","Reading & Writing (read), Travel & Adventure (travel)"
282,Computer programming ,computer programming,Technology & Coding (programming),Technology & Coding (programming)
283,Gaming,gaming,Gaming (gaming),Gaming (gaming)
284,Watching and playing cricket Listening Music travelling ,watching and playing cricket listening music travelling,"Sports (cricket), Music & Dance (music), Travel & Adventure (travel), Entertainment (watching), Mind & Wellness (listening)","Entertainment (watching), Mind & Wellness (listening), Music & Dance (music), Sports (cricket), Travel & Adventure (travel)"
285,Trekking and sports,trekking and sports,"Sports (sport), Travel & Adventure (trek)","Sports (sport), Travel & Adventure (trek)"
286,Teaching ,teaching,Education & Study (teaching),Education & Study (teaching)
